accession,location
"GCA..002779395.1..Bacteria..Ignavibacteriae..Ignavibacteria..Ignavibacteriales..NA..NA..Ignavibacteriales..bacterium..CG07..land..8..20..14..0..80..59..12
",marine_shallow
"GCA..002779595.1..Archaea..NA..NA..NA..NA..NA..archaeon..CG07..land..8..20..14..0..80..38..8
",marine_shallow
"GCA..002779825.1..Bacteria..Armatimonadetes..NA..NA..NA..NA..Armatimonadetes..bacterium..CG06..land..8..20..14..3..00..66..21
",marine_shallow
"GCA..002780065.1..Bacteria..Candidatus..Hydrogenedentes..NA..NA..NA..NA..Candidatus..Hydrogenedentes..bacterium..CG07..land..8..20..14..0..80..42..17
",marine_shallow
"GCA..002780235.1..Bacteria..Candidatus..Berkelbacteria..NA..NA..NA..NA..Candidatus..Berkelbacteria..bacterium..CG06..land..8..20..14..3..00..43..10
",marine_shallow
"GCA..002780705.1..Bacteria..Elusimicrobia..NA..NA..NA..NA..Elusimicrobia..bacterium..CG03..land..8..20..14..0..80..50..18
",marine_shallow
"GCA..002780805.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Candidatus..Omnitrophica..bacterium..CG02..land..8..20..14..3..00..42..8
",marine_shallow
"GCA..002782605.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..CG..4..8..14..3..um..filter..43..13
",marine_shallow
"GCA..002783265.1..Bacteria..Candidatus..Gracilibacteria..NA..NA..NA..NA..Candidatus..Gracilibacteria..bacterium..CG17..big..fil..post..rev..8..21..14..2..50..48..13
",marine_shallow
"GCA..002783405.1..Bacteria..NA..NA..NA..NA..NA..bacterium..Candidatus..Blackallbacteria..CG13..big..fil..rev..8..21..14..2..50..49..14
",marine_shallow
"GCA..002783585.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Candidatus..Omnitrophica..bacterium..CG..4..8..14..3..um..filter..43..15
",marine_shallow
"GCA..002784945.1..Bacteria..Candidatus..Kerfeldbacteria..NA..NA..NA..NA..Candidatus..Kerfeldbacteria..bacterium..CG..4..10..14..0..8..um..filter..42..10
",marine_shallow
"GCA..002785165.1..Bacteria..NA..NA..NA..NA..NA..bacterium..Candidatus..Gribaldobacteria..CG..4..10..14..0..8..um..filter..33..9
",marine_shallow
"GCA..002785325.1..Bacteria..NA..NA..NA..NA..NA..bacterium..Candidatus..Howlettbacteria..CG..4..10..14..0..8..um..filter..40..9
",marine_shallow
"GCA..002787095.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Candidatus..Omnitrophica..bacterium..CG11..big..fil..rev..8..21..14..0..20..64..10
",marine_shallow
"GCA..002787535.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..CG11..big..fil..rev..8..21..14..0..20..45..16
",marine_shallow
"GCA..002787615.1..Bacteria..Proteobacteria..Alphaproteobacteria..NA..NA..NA..Alphaproteobacteria..bacterium..CG11..big..fil..rev..8..21..14..0..20..44..7
",marine_shallow
"GCA..002789275.1..Archaea..Candidatus..Huberarchaea..NA..NA..NA..Candidatus..Huberarchaeum..Candidatus..Huberarchaeum..crystalense
",marine_shallow
"GCA..002789615.1..Bacteria..Acidobacteria..NA..NA..NA..NA..Acidobacteria..bacterium..CG..4..9..14..3..um..filter..49..7
",marine_shallow
"GCA..002789635.1..Archaea..Candidatus..Aenigmarchaeota..NA..NA..NA..NA..Candidatus..Aenigmarchaeota..archaeon..CG..4..9..14..3..um..filter..37..18
",marine_shallow
"GCA..002789955.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..CG..4..9..14..3..um..filter..63..12
",marine_shallow
"GCA..002790835.1..Bacteria..NA..NA..NA..NA..NA..bacterium..CG..4..9..14..3..um..filter..65..15
",marine_shallow
"GCA..002791075.1..Bacteria..NA..NA..NA..NA..NA..bacterium..Candidatus..Ratteibacteria..CG..4..9..14..3..um..filter..41..21
",marine_shallow
"GCA..002791215.1..Bacteria..NA..NA..NA..NA..NA..candidate..division..SR1..bacterium..CG..4..9..14..3..um..filter..40..9
",marine_shallow
"GCA..002791435.1..Bacteria..candidate..division..WWE3..NA..NA..NA..NA..candidate..division..WWE3..bacterium..CG..4..9..14..3..um..filter..43..9
",marine_shallow
"GCA..002791595.1..Bacteria..candidate..division..Zixibacteria..NA..NA..NA..NA..candidate..division..Zixibacteria..bacterium..CG..4..9..14..3..um..filter..46..8
",marine_shallow
"GCA..002792135.1..Bacteria..NA..NA..NA..NA..NA..bacterium..Candidatus..Torokbacteria..CG..4..10..14..0..2..um..filter..35..8
",marine_shallow
"GCA..002792735.1..Bacteria..NA..NA..NA..NA..NA..bacterium..CG..4..10..14..0..2..um..filter..33..32
",marine_shallow
"GCA..002793075.1..Bacteria..Candidatus..Komeilibacteria..NA..NA..NA..NA..Candidatus..Komeilibacteria..bacterium..CG..4..10..14..0..2..um..filter..37..10
",marine_shallow
"GCA..002796105.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Candidatus..Omnitrophica..bacterium..CG11..big..fil..rev..8..21..14..0..20..63..9
",marine_shallow
"GCA..002796125.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Candidatus..Omnitrophica..bacterium..CG11..big..fil..rev..8..21..14..0..20..42..13
",marine_shallow
"GCA..002796245.1..Bacteria..Proteobacteria..Gammaproteobacteria..NA..NA..NA..Gammaproteobacteria..bacterium..CG11..big..fil..rev..8..21..14..0..20..46..22
",marine_shallow
"GCA..002796325.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..CG11..big..fil..rev..8..21..14..0..20..47..16
",marine_shallow
"GCA..003070825.1..Bacteria..Firmicutes..Clostridia..Halanaerobiales..Halanaerobiaceae..Halanaerobium..Halanaerobium..sp
",marine_shallow
"GCA..003242895.1..Bacteria..Candidatus..Margulisbacteria..NA..NA..NA..NA..Candidatus..Margulisbacteria..bacterium
",marine_shallow
"GCA..003290465.1..Bacteria..Candidatus..Sumerlaeota..Candidatus..Sumerlaeia..Candidatus..Sumerlaeales..Candidatus..Sumerlaeaceae..Candidatus..Sumerlaea..Candidatus..Sumerlaea..chitinovorans
",marine_shallow
"GCF..000316115.1..Bacteria..Cyanobacteria..NA..Synechococcales..Leptolyngbyaceae..Leptolyngbya..Leptolyngbya..sp..PCC..7375..PCC..7375
",marine_shallow
"GCF..000583135.1..Bacteria..Proteobacteria..Gammaproteobacteria..Chromatiales..Ectothiorhodospiraceae..Thioalkalivibrio..Thioalkalivibrio..sp..HK1..HK1
",marine_shallow
"GCF..001399755.1..Bacteria..Proteobacteria..Gammaproteobacteria..NA..NA..Thiohalorhabdus..Thiohalorhabdus..denitrificans..HL..19
",marine_shallow
"GCF..001561915.1..Bacteria..Firmicutes..Bacilli..Bacillales..Bacillaceae..Tepidibacillus..Tepidibacillus..decaturensis..Z9
",marine_shallow
"GCF..001613805.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..Rhodospirillaceae..Thalassospira..Thalassospira..lucentensis..MCCC..1A02072
",marine_shallow
"GCF..002214485.1..Archaea..Euryarchaeota..Thermococci..Thermococcales..Thermococcaceae..Thermococcus..Thermococcus..pacificus..P-4
",marine_shallow
"GCF..002795805.1..Bacteria..Proteobacteria..Zetaproteobacteria..Mariprofundales..Mariprofundaceae..Mariprofundus..Mariprofundus..aestuarium..CP-5
",marine_shallow
"GCF..002973605.1..Bacteria..Abditibacteriota..Abditibacteria..Abditibacteriales..Abitibacteriaceae..Abditibacterium..Abditibacterium..utsteinense..LMG..29911
",marine_shallow
"GCA..000387965.1..Archaea..Nanoarchaeota..NA..Nanoarchaeales..Nanopusillaceae..Candidatus..Nanobsidianus..Candidatus..Nanobsidianus..stetteri
",terrestrial
"GCA..000403035.1..Bacteria..Candidatus..Latescibacteria..NA..NA..NA..Candidatus..Latescibacter..Candidatus..Latescibacter..anaerobius..SCGC..AAA252-E07
",terrestrial
"GCA..000447245.1..Bacteria..candidate..division..Zixibacteria..NA..NA..NA..NA..candidate..division..Zixibacteria..bacterium..RBG-1
",terrestrial
"GCA..000739515.1..Bacteria..NA..NA..NA..NA..Candidatus..Moduliflexus..Candidatus..Moduliflexus..flocculans
",terrestrial
"GCA..000830255.1..Bacteria..Proteobacteria..Epsilonproteobacteria..Campylobacterales..Helicobacteraceae..Sulfuricurvum..Sulfuricurvum..sp..PC08-66
",terrestrial
"GCA..000961765.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Clostridiaceae..NA..Clostridiaceae..bacterium..BRH..c20a
",terrestrial
"GCA..000992445.2..Bacteria..NA..NA..NA..NA..NA..Parcubacteria..group..bacterium..GW2011..GWA2..38..13b
",terrestrial
"GCA..000993275.1..Bacteria..candidate..division..CPR2..NA..NA..NA..NA..candidate..division..CPR2..bacterium..GW2011..GWC2..39..10
",terrestrial
"GCA..000993595.1..Bacteria..Candidatus..Peregrinibacteria..NA..NA..NA..NA..Candidatus..Peregrinibacteria..bacterium..GW2011..GWC2..39..14
",terrestrial
"GCA..000995845.1..Bacteria..NA..NA..NA..NA..NA..Parcubacteria..group..bacterium..GW2011..GWD2..43..10
",terrestrial
"GCA..000996035.1..Bacteria..NA..NA..NA..NA..NA..Parcubacteria..group..bacterium..GW2011..GWA2..40..143
",terrestrial
"GCA..000996085.1..Bacteria..NA..NA..NA..NA..NA..Parcubacteria..group..bacterium..GW2011..GWB1..40..14
",terrestrial
"GCA..000998135.1..Bacteria..NA..NA..NA..NA..NA..Parcubacteria..group..bacterium..GW2011..GWA2..42..14
",terrestrial
"GCA..000998185.1..Bacteria..Candidatus..Kuenenbacteria..NA..NA..NA..NA..Candidatus..Kuenenbacteria..bacterium..GW2011..GWA2..42..15
",terrestrial
"GCA..000999025.1..Bacteria..NA..NA..NA..NA..NA..Parcubacteria..group..bacterium..GW2011..GWA2..43..13
",terrestrial
"GCA..000999095.1..Bacteria..Candidatus..Gottesmanbacteria..NA..NA..NA..NA..Candidatus..Gottesmanbacteria..bacterium..GW2011..GWA2..43..14
",terrestrial
"GCA..001029735.1..Bacteria..Candidatus..Berkelbacteria..NA..NA..NA..NA..Berkelbacteria..bacterium..GW2011..GWE1..39..12
",terrestrial
"GCA..001029795.1..Bacteria..NA..NA..NA..NA..NA..candidate..division..Kazan..bacterium..GW2011..GWA1..50..15
",terrestrial
"GCA..001045525.1..Bacteria..Fibrobacteres..Chitinispirillia..Chitinispirillales..Chitinispirillaceae..Chitinispirillum..Chitinispirillum..alkaliphilum..ACht6-1
",terrestrial
"GCA..001273335.1..Archaea..Candidatus..Bathyarchaeota..NA..NA..NA..NA..miscellaneous..Crenarchaeota..group-1..archaeon..SG8-32-3
",terrestrial
"GCA..001302725.1..Bacteria..candidate..division..Zixibacteria..NA..NA..NA..NA..candidate..division..Zixibacteria..bacterium..DG..27
",terrestrial
"GCA..001302825.1..Bacteria..Planctomycetes..NA..NA..NA..NA..Planctomycetes..bacterium..DG..23
",terrestrial
"GCA..001303705.1..Bacteria..NA..NA..NA..NA..NA..candidate..division..TA06..bacterium..SM23..40
",terrestrial
"GCA..001303885.1..Bacteria..Planctomycetes..NA..NA..NA..NA..Planctomycetes..bacterium..SM23..32
",terrestrial
"GCA..001304015.1..Bacteria..candidate..division..Zixibacteria..NA..NA..NA..NA..candidate..division..Zixibacteria..bacterium..SM23..81
",terrestrial
"GCA..001304035.1..Bacteria..NA..NA..NA..NA..NA..bacterium..SM23..31
",terrestrial
"GCA..001304105.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..SM23..61
",terrestrial
"GCA..001443005.1..Bacteria..NA..NA..NA..NA..NA..bacterium..GBS-1
",terrestrial
"GCA..001443375.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium..CSP1-4
",terrestrial
"GCA..001447805.1..Bacteria..Proteobacteria..Gammaproteobacteria..Chromatiales..Chromatiaceae..Candidatus..Tenderia..Candidatus..Tenderia..electrophaga
",terrestrial
"GCA..001464165.1..Bacteria..NA..NA..NA..NA..NA..bacterium..Ga0077546
",terrestrial
"GCA..001464275.1..Bacteria..Actinobacteria..NA..NA..NA..NA..Actinobacteria..bacterium..Ga0077560
",terrestrial
"GCA..001464965.1..Bacteria..Proteobacteria..Gammaproteobacteria..NA..NA..NA..Gammaproteobacteria..bacterium..Ga0074134
",terrestrial
"GCA..001508005.1..Bacteria..Firmicutes..Clostridia..NA..NA..NA..Clostridia..bacterium..41..269
",terrestrial
"GCA..001515205.2..Archaea..Euryarchaeota..Hadesarchaea..NA..NA..NA..Hadesarchaea..archaeon..YNP..45
",terrestrial
"GCA..001563325.1..Archaea..Candidatus..Thorarchaeota..NA..NA..NA..NA..Candidatus..Thorarchaeota..archaeon..SMTZ1-83
",terrestrial
"GCA..001564035.1..Archaea..Euryarchaeota..Nanohaloarchaea..NA..NA..NA..Nanohaloarchaea..archaeon..PL-Br10..U2g27
",terrestrial
"GCA..001567115.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Omnitrophica..bacterium..OLB16
",terrestrial
"GCA..001567195.1..Bacteria..Chlorobi..NA..NA..NA..NA..Chlorobi..bacterium..OLB7
",terrestrial
"GCA..001567355.1..Bacteria..NA..NA..NA..NA..NA..candidate..division..WS6..bacterium..OLB20
",terrestrial
"GCA..001587715.1..Archaea..Euryarchaeota..Candidatus..Methanofastidiosa..NA..NA..Candidatus..Methanofastidiosum..Candidatus..Methanofastidiosum..methylthiophilus
",terrestrial
"GCA..001595885.1..Archaea..Euryarchaeota..NA..NA..NA..NA..Euryarchaeota..archaeon..SG8-5
",terrestrial
"GCA..001595945.1..Archaea..Euryarchaeota..Thermoplasmata..Thermoplasmatales..NA..NA..Thermoplasmatales..archaeon..SM1-50
",terrestrial
"GCA..001698445.1..Bacteria..Cyanobacteria..NA..Synechococcales..Pseudanabaenaceae..Limnothrix..Limnothrix..sp..P13C2
",terrestrial
"GCA..001717025.1..Archaea..Candidatus..Verstraetearchaeota..Candidatus..Methanomethylia..Candidatus..Methanomethyliales..Candidatus..Methanomethyliaceae..Candidatus..Methanomethylicus..Candidatus..Methanomethylicus..oleusabulum
",terrestrial
"GCA..001723855.1..Archaea..Candidatus..Altiarchaeota..NA..Candidatus..Altiarchaeales..NA..NA..Candidatus..Altiarchaeales..archaeon..WOR..SM1..86-2
",terrestrial
"GCA..001730085.1..Bacteria..NA..NA..NA..NA..NA..PVC..group..bacterium..ex..Bugula..neritina..AB1
",terrestrial
"GCA..001742785.1..Archaea..Candidatus..Altiarchaeota..NA..Candidatus..Altiarchaeales..NA..NA..Candidatus..Altiarchaeales..archaeon..IMC4
",terrestrial
"GCA..001768645.1..Bacteria..Actinobacteria..NA..NA..NA..NA..Actinobacteria..bacterium..RBG..13..55..18
",terrestrial
"GCA..001771735.1..Bacteria..candidate..division..WOR-3..NA..NA..NA..NA..candidate..division..WOR-3..bacterium..RBG..13..43..14
",terrestrial
"GCA..001774245.1..Archaea..Candidatus..Bathyarchaeota..NA..NA..NA..NA..Candidatus..Bathyarchaeota..archaeon..RBG..13..52..12
",terrestrial
"GCA..001774505.1..Bacteria..Candidatus..Coatesbacteria..NA..NA..NA..NA..Candidatus..Coatesbacteria..bacterium..RBG..13..66..14
",terrestrial
"GCA..001797675.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..RBG..13..43..22
",terrestrial
"GCA..001797815.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..RBG..13..61..14
",terrestrial
"GCA..001816655.1..Bacteria..Candidatus..Woykebacteria..NA..NA..NA..NA..Candidatus..Woykebacteria..bacterium..RBG..13..40..15
",terrestrial
"GCA..001819495.1..Bacteria..Candidatus..Portnoybacteria..NA..NA..NA..NA..Candidatus..Portnoybacteria..bacterium..RBG..19FT..COMBO..36..7
",terrestrial
"GCA..001871015.1..Bacteria..Candidatus..Desantisbacteria..NA..NA..NA..NA..Candidatus..Desantisbacteria..bacterium..CG1..02..38..46
",terrestrial
"GCA..001871795.1..Bacteria..Actinobacteria..NA..NA..NA..NA..Actinobacteria..bacterium..CG2..30..50..142
",terrestrial
"GCA..001872685.1..Bacteria..Candidatus..Marinimicrobia..NA..NA..NA..NA..Candidatus..Marinimicrobia..bacterium..CG1..02..48..14
",terrestrial
"GCA..001872725.1..Bacteria..Proteobacteria..NA..NA..NA..NA..Proteobacteria..bacterium..CG1..02..64..396
",terrestrial
"GCA..001873285.1..Bacteria..Nitrospirae..NA..NA..NA..NA..Nitrospirae..bacterium..CG2..30..53..67
",terrestrial
"GCA..001873295.1..Bacteria..Nitrospirae..NA..NA..NA..NA..Nitrospirae..bacterium..CG2..30..70..394
",terrestrial
"GCA..001873755.1..Bacteria..Candidatus..Wirthbacteria..NA..NA..NA..NA..Candidatus..Wirthbacteria..bacterium..CG2..30..54..11
",terrestrial
"GCA..001873945.1..Bacteria..Candidatus..Desantisbacteria..NA..NA..NA..NA..Candidatus..Desantisbacteria..bacterium..CG2..30..40..21
",terrestrial
"GCA..001889985.1..Archaea..Candidatus..Micrarchaeota..NA..NA..NA..Candidatus..Micrarchaeum..Candidatus..Micrarchaeum..acidiphilum
",terrestrial
"GCA..001897475.1..Bacteria..Proteobacteria..Alphaproteobacteria..NA..NA..NA..Alphaproteobacteria..bacterium..43-37
",terrestrial
"GCA..001898075.1..Bacteria..Proteobacteria..Alphaproteobacteria..NA..NA..NA..Alphaproteobacteria..bacterium..40-19
",terrestrial
"GCA..001898225.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium..54-19
",terrestrial
"GCA..001914955.1..Bacteria..Nitrospirae..NA..NA..NA..NA..Nitrospirae..bacterium..13..2..20CM..2..62..8
",terrestrial
"GCA..001920235.1..Bacteria..Chloroflexi..Ktedonobacteria..Ktedonobacterales..Ktedonobacteraceae..Ktedonobacter..Ktedonobacter..sp..13..1..20CM..3..54..15
",terrestrial
"GCA..001940665.1..Archaea..Candidatus..Odinarchaeota..NA..NA..NA..NA..Candidatus..Odinarchaeota..archaeon..LCB..4
",terrestrial
"GCA..002050095.1..Bacteria..Candidatus..Microgenomates..NA..NA..NA..NA..Microgenomates..bacterium..UTCPR1
",terrestrial
"GCA..002050235.1..Bacteria..Proteobacteria..Deltaproteobacteria..Myxococcales..Polyangiaceae..NA..Polyangiaceae..bacterium..UTPRO1
",terrestrial
"GCA..002083985.1..Archaea..Candidatus..Altiarchaeota..NA..Candidatus..Altiarchaeales..NA..NA..Candidatus..Altiarchaeales..archaeon..A3
",terrestrial
"GCA..002159075.1..Bacteria..Firmicutes..Bacilli..Bacillales..Bacillaceae..Bacillus..Bacillus..thermozeamaize
",terrestrial
"GCA..002159155.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..ZCTH02-B6
",terrestrial
"GCA..002255365.1..Bacteria..Proteobacteria..Gammaproteobacteria..Chromatiales..NA..NA..Chromatiales..bacterium..21-64-14
",terrestrial
"GCA..002257235.1..Bacteria..Proteobacteria..Alphaproteobacteria..NA..NA..NA..Alphaproteobacteria..bacterium..16-39-46
",terrestrial
"GCA..002280485.1..Bacteria..Proteobacteria..Alphaproteobacteria..Caulobacterales..NA..NA..Caulobacterales..bacterium..32-69-10
",terrestrial
"GCA..002291925.1..Bacteria..Proteobacteria..Alphaproteobacteria..NA..NA..NA..Alphaproteobacteria..bacterium..UBA998
",terrestrial
"GCA..002292925.1..Bacteria..Chloroflexi..Chloroflexia..Chloroflexales..Roseiflexaceae..NA..Roseiflexaceae..bacterium..UBA965
",terrestrial
"GCA..002304845.1..Bacteria..Candidatus..Shapirobacteria..NA..NA..NA..NA..Candidatus..Shapirobacteria..bacterium..UBA1420
",terrestrial
"GCA..002305165.1..Bacteria..Armatimonadetes..NA..NA..NA..NA..Armatimonadetes..bacterium..UBA1398
",terrestrial
"GCA..002305395.1..Bacteria..Candidatus..Berkelbacteria..NA..NA..NA..NA..Candidatus..Berkelbacteria..bacterium..UBA1384
",terrestrial
"GCA..002306345.1..Bacteria..Candidatus..Pacebacteria..NA..NA..NA..NA..Candidatus..Pacebacteria..bacterium..UBA1364
",terrestrial
"GCA..002307275.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Hungateiclostridiaceae..NA..Hungateiclostridiaceae..bacterium..UBA1305
",terrestrial
"GCA..002311745.1..Bacteria..Planctomycetes..Phycisphaerae..Phycisphaerales..NA..NA..Phycisphaerales..bacterium..UBA1161
",terrestrial
"GCA..002316295.1..Bacteria..Proteobacteria..Deltaproteobacteria..Syntrophobacterales..Syntrophaceae..NA..Syntrophaceae..bacterium..UBA1062
",terrestrial
"GCA..002325765.1..Bacteria..NA..NA..NA..NA..NA..bacterium..UBA1459
",terrestrial
"GCA..002327255.1..Bacteria..NA..NA..NA..NA..NA..bacterium..UBA2214
",terrestrial
"GCA..002327305.1..Bacteria..Acidobacteria..Holophagae..Holophagales..NA..NA..Holophagales..bacterium..UBA2201
",terrestrial
"GCA..002327765.1..Bacteria..NA..NA..NA..NA..NA..bacterium..UBA2219
",terrestrial
"GCA..002327985.1..Bacteria..Proteobacteria..Deltaproteobacteria..Syntrophobacterales..Syntrophaceae..NA..Syntrophaceae..bacterium..UBA2188
",terrestrial
"GCA..002328485.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..UBA2221
",terrestrial
"GCA..002329495.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Syntrophomonadaceae..Syntrophothermus..Syntrophothermus..sp..UBA1445
",terrestrial
"GCA..002329525.1..Bacteria..Firmicutes..Negativicutes..NA..NA..NA..Negativicutes..bacterium..UBA1444
",terrestrial
"GCA..002329605.1..Bacteria..NA..NA..NA..NA..NA..bacterium..UBP3..UBA1439
",terrestrial
"GCA..002335145.1..Bacteria..NA..NA..NA..NA..NA..Patescibacteria..group..bacterium..UBA2023
",terrestrial
"GCA..002335385.1..Bacteria..Candidatus..Aminicenantes..NA..NA..NA..NA..Candidatus..Aminicenantes..bacterium..UBA2190
",terrestrial
"GCA..002338605.1..Bacteria..Proteobacteria..NA..NA..NA..NA..Proteobacteria..bacterium..UBA1847
",terrestrial
"GCA..002338715.1..Bacteria..Planctomycetes..Phycisphaerae..Phycisphaerales..NA..NA..Phycisphaerales..bacterium..UBA1845
",terrestrial
"GCA..002339325.1..Bacteria..Nitrospirae..Nitrospira..Nitrospirales..Nitrospiraceae..NA..Nitrospiraceae..bacterium..UBA2600
",terrestrial
"GCA..002342225.1..Bacteria..Proteobacteria..Oligoflexia..Bdellovibrionales..Bdellovibrionaceae..NA..Bdellovibrionaceae..bacterium..UBA2466
",terrestrial
"GCA..002343185.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..UBA2409
",terrestrial
"GCA..002344285.1..Bacteria..Proteobacteria..Deltaproteobacteria..Myxococcales..NA..NA..Myxococcales..bacterium..UBA2376
",terrestrial
"GCA..002345475.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA2296
",terrestrial
"GCA..002347295.1..Bacteria..Chloroflexi..Dehalococcoidia..NA..NA..NA..Dehalococcoidia..bacterium..UBA2247
",terrestrial
"GCA..002347365.1..Bacteria..Actinobacteria..NA..NA..NA..NA..Actinobacteria..bacterium..UBA2279
",terrestrial
"GCA..002347645.1..Bacteria..Actinobacteria..Thermoleophilia..NA..NA..NA..Thermoleophilia..bacterium..UBA2241
",terrestrial
"GCA..002347855.1..Bacteria..Candidatus..Marinimicrobia..NA..NA..NA..NA..Candidatus..Marinimicrobia..bacterium..UBA2242
",terrestrial
"GCA..002347925.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium..UBA2235
",terrestrial
"GCA..002347965.1..Bacteria..Nitrospirae..NA..NA..NA..NA..Nitrospirae..bacterium..UBA2233
",terrestrial
"GCA..002352215.1..Bacteria..Armatimonadetes..Chthonomonadetes..Chthonomonadales..Chthonomonadaceae..Chthonomonas..Chthonomonas..sp..UBA2785
",terrestrial
"GCA..002352935.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA1874
",terrestrial
"GCA..002385465.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA3951
",terrestrial
"GCA..002385745.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA3936
",terrestrial
"GCA..002396805.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA4996
",terrestrial
"GCA..002398485.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Peptococcaceae..NA..Peptococcaceae..bacterium..UBA4997
",terrestrial
"GCA..002399235.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA4881
",terrestrial
"GCA..002399265.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA4882
",terrestrial
"GCA..002399285.1..Bacteria..Firmicutes..Clostridia..Thermoanaerobacterales..NA..NA..Thermoanaerobacterales..bacterium..UBA4880
",terrestrial
"GCA..002400365.1..Bacteria..Chloroflexi..Anaerolineae..Anaerolineales..NA..NA..Anaerolineales..bacterium..UBA4826
",terrestrial
"GCA..002402635.1..Bacteria..Deferribacteres..Deferribacteres..Deferribacterales..NA..NA..Deferribacterales..bacterium..UBA4806
",terrestrial
"GCA..002402755.1..Bacteria..Planctomycetes..NA..NA..NA..NA..Planctomycetes..bacterium..UBA4800
",terrestrial
"GCA..002402995.1..Bacteria..NA..NA..NA..NA..NA..Patescibacteria..group..bacterium..UBA4787
",terrestrial
"GCA..002403295.1..Bacteria..NA..NA..NA..NA..NA..bacterium..UBP1..UBA4771
",terrestrial
"GCA..002404055.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium..UBA4733
",terrestrial
"GCA..002404095.1..Bacteria..Planctomycetes..Planctomycetia..Planctomycetales..Planctomycetaceae..NA..Planctomycetaceae..bacterium..UBA4732
",terrestrial
"GCA..002404295.1..Bacteria..Proteobacteria..Gammaproteobacteria..Legionellales..NA..NA..Legionellales..bacterium..UBA4722
",terrestrial
"GCA..002408345.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA5301
",terrestrial
"GCA..002409445.1..Bacteria..Armatimonadetes..NA..NA..NA..NA..Armatimonadetes..bacterium..UBA5419
",terrestrial
"GCA..002409975.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA5388
",terrestrial
"GCA..002410925.1..Bacteria..NA..NA..NA..NA..NA..bacterium..UBP13..UBA5359
",terrestrial
"GCA..002411145.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA5324
",terrestrial
"GCA..002412085.1..Archaea..Candidatus..Parvarchaeota..NA..NA..NA..Candidatus..Parvarchaeum..Candidatus..Parvarchaeum..acidophilus
",terrestrial
"GCA..002412545.1..Bacteria..Elusimicrobia..NA..NA..NA..NA..Elusimicrobia..bacterium..UBA5214
",terrestrial
"GCA..002413065.1..Bacteria..NA..NA..NA..NA..NA..Patescibacteria..group..bacterium..UBA5187
",terrestrial
"GCA..002413185.1..Bacteria..Actinobacteria..NA..NA..NA..NA..Actinobacteria..bacterium..UBA5182
",terrestrial
"GCA..002413265.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium..UBA5177
",terrestrial
"GCA..002414805.1..Bacteria..Fibrobacteres..NA..NA..NA..NA..Fibrobacteres..bacterium..UBA5070
",terrestrial
